datestamp,centre_name,purchasing_power_quantile,estimated_actual_footfall,estimated_actual_footfall_rolling,indexed_signal,indexed_signal_rolling,source
2019-07-12,Met Office - Bradford,0,735071,742693,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-13,Met Office - Bradford,0,743504,736057,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-14,Met Office - Bradford,0,723087,723090,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-15,Met Office - Bradford,0,736265,708414,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-16,Met Office - Bradford,0,777679,722156,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-17,Met Office - Bradford,0,868436,739379,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-18,Met Office - Bradford,0,831798,751075,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-19,Met Office - Bradford,0,745644,741366,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-20,Met Office - Bradford,0,748934,730958,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-21,Met Office - Bradford,0,762087,724673,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-22,Met Office - Bradford,0,827854,719226,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-23,Met Office - Bradford,0,828562,742957,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-24,Met Office - Bradford,0,763833,751074,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-25,Met Office - Bradford,0,756676,765444,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-26,Met Office - Bradford,0,718104,750800,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-27,Met Office - Bradford,0,661192,738190,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-28,Met Office - Bradford,0,648466,728318,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-29,Met Office - Bradford,0,757350,736693,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-30,Met Office - Bradford,0,792305,760690,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-07-31,Met Office - Bradford,0,764404,748183,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-01,Met Office - Bradford,0,732062,781170,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-02,Met Office - Bradford,0,737925,747624,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-03,Met Office - Bradford,0,693236,743124,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-04,Met Office - Bradford,0,736617,730797,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-05,Met Office - Bradford,0,732448,752779,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-06,Met Office - Bradford,0,748451,762578,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-07,Met Office - Bradford,0,792005,765389,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-08,Met Office - Bradford,0,819268,790296,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-09,Met Office - Bradford,0,882423,763403,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-10,Met Office - Bradford,0,822363,753368,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-11,Met Office - Bradford,0,785539,733810,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-12,Met Office - Bradford,0,921993,787478,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-13,Met Office - Bradford,0,865853,778583,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-14,Met Office - Bradford,0,905371,791046,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-15,Met Office - Bradford,0,806612,786724,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-16,Met Office - Bradford,0,829282,765292,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-17,Met Office - Bradford,0,730078,743989,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-18,Met Office - Bradford,0,741533,731027,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-19,Met Office - Bradford,0,893987,802620,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-20,Met Office - Bradford,0,902204,806762,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-21,Met Office - Bradford,0,835446,816541,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-22,Met Office - Bradford,0,684018,776813,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-23,Met Office - Bradford,0,880493,789849,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-24,Met Office - Bradford,0,746826,735162,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-25,Met Office - Bradford,0,707429,729251,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-26,Met Office - Bradford,0,840177,815725,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-27,Met Office - Bradford,0,864530,825655,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-28,Met Office - Bradford,0,850958,825779,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-29,Met Office - Bradford,0,848150,782655,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-30,Met Office - Bradford,0,831664,803648,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-08-31,Met Office - Bradford,0,861039,751952,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-01,Met Office - Bradford,0,751335,733287,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-02,Met Office - Bradford,0,755932,818534,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-03,Met Office - Bradford,0,725488,818199,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-04,Met Office - Bradford,0,747358,808482,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-05,Met Office - Bradford,0,658940,757961,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-06,Met Office - Bradford,0,720839,800104,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-07,Met Office - Bradford,0,633709,735492,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-08,Met Office - Bradford,0,674451,720767,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-09,Met Office - Bradford,0,676626,796930,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-10,Met Office - Bradford,0,647893,792389,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-11,Met Office - Bradford,0,694801,798620,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-12,Met Office - Bradford,0,709497,751221,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-13,Met Office - Bradford,0,651193,790545,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-14,Met Office - Bradford,0,585541,724684,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-15,Met Office - Bradford,0,613894,715828,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-16,Met Office - Bradford,0,603444,774944,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-17,Met Office - Bradford,0,697046,778781,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-18,Met Office - Bradford,0,654615,782936,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-19,Met Office - Bradford,0,715832,748902,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-20,Met Office - Bradford,0,700066,785137,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-21,Met Office - Bradford,0,639137,716956,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-22,Met Office - Bradford,0,595611,695685,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-23,Met Office - Bradford,0,601920,756297,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-24,Met Office - Bradford,0,639293,763187,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-25,Met Office - Bradford,0,644664,761888,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-26,Met Office - Bradford,0,677683,728676,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-27,Met Office - Bradford,0,718386,761703,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-28,Met Office - Bradford,0,664459,694398,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-29,Met Office - Bradford,0,734736,688427,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-09-30,Met Office - Bradford,0,672726,720687,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-01,Met Office - Bradford,0,692777,738462,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-02,Met Office - Bradford,0,640914,724108,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-03,Met Office - Bradford,0,628519,703234,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-04,Met Office - Bradford,0,615054,731099,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-05,Met Office - Bradford,0,613766,677782,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-06,Met Office - Bradford,0,589021,666640,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-07,Met Office - Bradford,0,593218,677720,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-08,Met Office - Bradford,0,653647,702953,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-09,Met Office - Bradford,0,611222,692076,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-10,Met Office - Bradford,0,671579,701457,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-11,Met Office - Bradford,0,627963,695024,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-12,Met Office - Bradford,0,561481,651305,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-13,Met Office - Bradford,0,645112,657737,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-14,Met Office - Bradford,0,683728,655370,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-15,Met Office - Bradford,0,744343,685784,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-16,Met Office - Bradford,0,678115,667384,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-17,Met Office - Bradford,0,763464,689359,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-18,Met Office - Bradford,0,739955,681922,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-19,Met Office - Bradford,0,782055,640021,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-20,Met Office - Bradford,0,767930,660108,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-21,Met Office - Bradford,0,700209,647410,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-22,Met Office - Bradford,0,756546,690221,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-23,Met Office - Bradford,0,720988,663617,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-24,Met Office - Bradford,0,812733,711330,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-25,Met Office - Bradford,0,838803,698774,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-26,Met Office - Bradford,0,777947,660627,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-27,Met Office - Bradford,0,834085,682913,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-28,Met Office - Bradford,0,742805,656864,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-29,Met Office - Bradford,0,723237,700984,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-30,Met Office - Bradford,0,655321,657977,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-10-31,Met Office - Bradford,0,702835,710378,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-01,Met Office - Bradford,0,741403,711662,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-02,Met Office - Bradford,0,657467,670902,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-03,Met Office - Bradford,0,720976,698210,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-04,Met Office - Bradford,0,634899,661358,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-05,Met Office - Bradford,0,635213,692151,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-06,Met Office - Bradford,0,620783,653144,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-07,Met Office - Bradford,0,671555,704052,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-08,Met Office - Bradford,0,651942,704787,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-09,Met Office - Bradford,0,640636,671116,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-10,Met Office - Bradford,0,630920,703254,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-11,Met Office - Bradford,0,655993,669082,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-12,Met Office - Bradford,0,664204,695710,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-13,Met Office - Bradford,0,569326,642381,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-14,Met Office - Bradford,0,564726,687916,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-15,Met Office - Bradford,0,591073,686599,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-16,Met Office - Bradford,0,631412,666395,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-17,Met Office - Bradford,0,607387,685061,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-18,Met Office - Bradford,0,624846,662242,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-19,Met Office - Bradford,0,600738,682561,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-20,Met Office - Bradford,0,606059,637402,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-21,Met Office - Bradford,0,658263,692165,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-22,Met Office - Bradford,0,628866,688572,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-23,Met Office - Bradford,0,587882,662697,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-24,Met Office - Bradford,0,602339,686964,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-25,Met Office - Bradford,0,595587,662581,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-26,Met Office - Bradford,0,636047,680047,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-27,Met Office - Bradford,0,675156,646535,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-28,Met Office - Bradford,0,676472,692864,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-29,Met Office - Bradford,0,724233,702325,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-11-30,Met Office - Bradford,0,662182,677083,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2019-12-01,Met Office - Bradford,0,674375,691145,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
