area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
BD Walls : Serving the district,daily,20/05/2019,13527.08,13527.08,12853.48059,12853.48059,673.5994099,673.5994099,
BD Walls : Serving the district,daily,20/05/2019,14623.87,14623.87,13895.65444,13895.65444,728.2155648,728.2155648,
BD Walls : Serving the district,daily,21/05/2019,13845.23,13845.23,13845.23,13845.23,0,0,
BD Walls : Serving the district,daily,22/05/2019,16908.85,16908.85,16066.85074,16066.85074,841.9992624,841.9992624,
BD Walls : Serving the district,daily,23/05/2019,15030.09,15030.09,14281.64616,14281.64616,748.4438441,748.4438441,
BD Walls : Serving the district,daily,24/05/2019,16908.85,16908.85,16066.85074,16066.85074,841.9992624,841.9992624,
BD Walls : Serving the district,daily,25/05/2019,7741.94,7741.94,7356.419532,7356.419532,385.5204682,385.5204682,
BD Walls : Serving the district,daily,26/05/2019,13786.37,13786.37,13099.85889,13099.85889,686.5111093,686.5111093,
BD Walls : Serving the district,daily,27/05/2019,13197.15,13197.15,13197.15,13197.15,0,0,
BD Walls : Serving the district,daily,27/05/2019,2113.61,2113.61,2008.359905,2008.359905,105.2500945,105.2500945,
BD Walls : Serving the district,daily,28/05/2019,9452.65,9452.65,8981.942393,8981.942393,470.7076074,470.7076074,
BD Walls : Serving the district,daily,29/05/2019,5022.99,5022.99,4772.863358,4772.863358,250.1266423,250.1266423,
BD Walls : Serving the district,daily,30/05/2019,8794.77,8794.77,8356.822425,8356.822425,437.9475749,437.9475749,
BD Walls : Serving the district,daily,31/05/2019,12583.33,12583.33,11956.72591,11956.72591,626.6040906,626.6040906,
BD Walls : Serving the district,daily,01/06/2019,13197.15,13197.15,13197.15,13197.15,0,0,
BD Walls : Serving the district,daily,01/06/2019,3723.97,3723.97,3538.529832,3538.529832,185.4401685,185.4401685,
BD Walls : Serving the district,daily,02/06/2019,6570.91,6570.91,6243.702569,6243.702569,327.2074312,327.2074312,
BD Walls : Serving the district,daily,03/06/2019,11512.41,11512.41,10939.13383,10939.13383,573.2761677,573.2761677,
